"","haul_number","year","month","day","wdfw_region","location_accuracy","had_gps","Sampling_Type","Num_of_Replicates","Depth","Measurement_Unit","Temperature","Salinity","Tide","new_lat","new_lon","location","gear","type","species","count","notes","row_color"
"5627","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",18,NA,NA
"5628","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",12,NA,NA
"5629","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pandalus borealis",8,NA,NA
"5630","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Crangonidae",1,NA,"blue"
"5631","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",47,NA,NA
"5632","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","shiner perch",5,NA,NA
"5633","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",1,NA,"blue"
"5634","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","blackbelly eelpout",8,NA,NA
"5635","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",50,NA,NA
"5636","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",2,NA,NA
"5637","5305B",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"24-25","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Ptilosarcus gurneyi",1,NA,NA
"5638","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Cancer productus",1,NA,NA
"5639","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",1,NA,NA
"5640","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pycnopodia helianthoides",4,NA,NA
"5641","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific tomcod",3,NA,NA
"5642","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sand sole",NA,NA,NA
"5643","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","tube-snout",1,NA,NA
"5644","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","big skate",1,NA,NA
"5645","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific staghorn sculpin",3,NA,NA
"5646","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","walleye pollock",1,NA,NA
"5647","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Mediaster aequalis",5,NA,NA
"5648","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","unid. sculpin",3,NA,NA
"5649","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pisaster brevispinus",1,NA,NA
"5650","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","C-O sole",NA,NA,NA
"5651","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",2,NA,NA
"5652","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","shiner perch",6,NA,NA
"5653","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pandalus borealis",30,NA,NA
"5654","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","roughback sculpin",6,NA,NA
"5655","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",NA,NA,"blue"
"5656","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",3,NA,NA
"5657","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Strongylocentrotus droebachiensis",21,NA,NA
"5658","5305C",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",4,NA,NA
"5659","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Cancer magister",1,NA,NA
"5660","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",2,NA,NA
"5661","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pycnopodia helianthoides",1,NA,NA
"5662","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Mediaster aequalis",2,NA,NA
"5663","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","starry flounder",173,NA,NA
"5664","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sand sole",4,NA,NA
"5665","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pisaster brevispinus",1,NA,NA
"5666","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rock sole",6,NA,NA
"5667","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","C-O sole",6,NA,NA
"5668","5305D",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"10","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",2,NA,NA
"5669","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Mediaster aequalis",2,NA,NA
"5670","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","walleye pollock",1,NA,NA
"5671","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","unid. rockfish",2,NA,NA
"5672","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",5,NA,NA
"5673","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",30,NA,NA
"5674","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",1,NA,NA
"5675","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",37,NA,NA
"5676","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",61,NA,NA
"5677","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sand sole",1,NA,NA
"5678","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Ptilosarcus gurneyi",1,NA,NA
"5679","5305E",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",7,NA,NA
"5680","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",NA,NA,NA
"5681","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rock sole",NA,NA,NA
"5682","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","big skate",NA,NA,NA
"5683","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",NA,NA,NA
"5684","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",NA,NA,NA
"5685","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",NA,NA,NA
"5686","5305F",1953,2,18,"Whidbey Island",3,0,"Otter trawl",2,"26-29","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","unid. rockfish",NA,NA,NA
"5687","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sand sole",1,NA,NA
"5688","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","shiner perch",30,NA,NA
"5689","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",139,NA,NA
"5690","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",24,NA,"blue"
"5691","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Crangonidae",5,NA,"blue"
"5692","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",479,NA,NA
"5693","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rock sole",69,NA,NA
"5694","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",6,NA,NA
"5695","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific tomcod",2,NA,NA
"5696","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rock sole",3,NA,NA
"5697","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific herring",6,NA,NA
"5698","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",29,NA,NA
"5699","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",1,NA,NA
"5700","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",3,NA,NA
"5701","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",203,NA,NA
"5702","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific staghorn sculpin",1,NA,NA
"5703","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",5,NA,NA
"5704","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pisaster brevispinus",2,NA,NA
"5705","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pandalus sp.",20,NA,NA
"5706","5305G",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",1,NA,NA
"5707","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",15,NA,"blue"
"5708","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",1,NA,NA
"5709","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific staghorn sculpin",1,NA,NA
"5710","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",3,NA,NA
"5711","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",2,NA,NA
"5712","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",1,NA,NA
"5713","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",49,NA,NA
"5714","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",286,NA,NA
"5715","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",60,NA,NA
"5716","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific herring",6,NA,NA
"5717","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","copper rockfish",1,NA,NA
"5718","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",80,NA,NA
"5719","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","unid. snailfish",1,NA,NA
"5720","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","shiner perch",4,NA,NA
"5721","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","pygmy poacher",1,NA,NA
"5722","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","blackbelly eelpout",62,NA,NA
"5723","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.",NA,NA,"no invert catch abundances",NA
"5724","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","starry flounder",3,NA,NA
"5725","5305I",1953,2,18,"Whidbey Island",3,0,"Otter trawl",3,"24-21","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","spinyhead sculpin",1,NA,NA
"5726","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",1,NA,NA
"5727","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","blackbelly eelpout",5,NA,NA
"5728","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","ratfish",48,NA,NA
"5729","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",5,NA,NA
"5730","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",11,NA,NA
"5731","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",57,NA,NA
"5732","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",29,NA,NA
"5733","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific herring",1,NA,NA
"5734","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Metridium sp.",1,NA,NA
"5735","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rock sole",1,NA,NA
"5736","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","rex sole",5,NA,NA
"5737","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",10,NA,"blue"
"5738","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",1,NA,NA
"5739","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",477,NA,NA
"5740","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","copper rockfish",2,NA,NA
"5741","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Dover sole",1,NA,NA
"5742","5305J",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Pisaster brevispinus",3,NA,NA
"5743","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","longnose skate",3,NA,NA
"5744","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","slender sole",36,NA,NA
"5745","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Pacific hake",1,NA,"blue"
"5746","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","sablefish",1,NA,NA
"5747","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","plainfin midshipman",3,NA,NA
"5748","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","English sole",3,NA,NA
"5749","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","ratfish",14,NA,NA
"5750","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","unid. rockfish",2,NA,NA
"5751","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","dogfish",59,NA,NA
"5752","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","flathead sole",6,NA,NA
"5753","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","invert.","Mediaster aequalis",1,"other inverts with no catch abundances",NA
"5754","5305K",1953,2,19,"Whidbey Island",3,0,"Otter trawl",2,"31-32","Fathoms",0,0,0,48.0715700172,-122.534769747,"8.1","otter","vert.","Dover sole",1,NA,NA
